on|63|0.00009
off|63|0.00009
on|66|0.00009
off|66|0.00009
on|68|0.00009
off|68|0.00009
on|68|0.00009
off|68|0.00009
on|70|0.00009
off|70|0.00009
on|70|0.00009
off|70|0.00009
on|70|0.00009
off|70|0.00009
on|70|0.00009
off|70|0.00009
on|70|0.00009
off|70|0.00009
on|70|0.00009
off|70|0.00009
on|70|0.00009
off|70|0.00009
on|68|0.00009
off|68|0.00009
on|68|0.00009
off|68|0.00009
on|68|0.00009
off|68|0.00009
on|68|0.00009
off|68|0.00009
on|68|0.00009
off|68|0.00009
on|68|0.00009
off|68|0.00009
on|68|0.00009
off|68|0.00010
on|66|0.00010
off|66|0.00010
on|66|0.00010
off|66|0.00010
on|66|0.00010
off|66|0.00010
on|66|0.00010
off|66|0.00010
on|66|0.00010
off|66|0.00010
on|61|0.00010
off|61|0.00010
on|61|0.00010
off|61|0.00010
on|61|0.00010
off|61|0.00010
on|61|0.00010
off|61|0.00010
on|66|0.00010
off|66|0.00010
on|68|0.00010
off|68|0.00010
on|68|0.00010
off|68|0.00010
on|70|0.00010
off|70|0.00010
on|70|0.00010
off|70|0.00010
on|70|0.00010
off|70|0.00010
on|70|0.00010
off|70|0.00010
on|70|0.00010
off|70|0.00010
on|70|0.00010
off|70|0.00010
on|37|0.00010
off|37|0.00010
on|70|0.00010
off|70|0.00010
on|70|0.00010
off|70|0.00010
on|70|0.00010
off|70|0.00010
on|70|0.00010
off|70|0.00010
on|70|0.00010
off|70|0.00010
on|68|0.00010
off|68|0.00010
on|66|0.00010
off|66|0.00010
on|68|0.00010
off|68|0.00010
on|70|0.00010
off|70|0.00010
on|70|0.00010
off|70|0.00011
on|68|0.00011
off|68|0.00011
on|70|0.00011
off|70|0.00011
on|68|0.00011
off|68|0.00011
on|66|0.00011
off|66|0.00011
on|66|0.00011
off|66|0.00011
on|68|0.00011
off|68|0.00011
on|70|0.00011
off|70|0.00011
on|68|0.00011
off|68|0.00011
on|66|0.00011
off|66|0.00011
on|66|0.00011
off|66|0.00012
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|65|0.00013
off|65|0.00013
on|61|0.00013
off|61|0.00013
on|61|0.00013
off|61|0.00013
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|66|0.00013
off|66|0.00013
on|65|0.00013
off|65|0.00013
on|61|0.00013
off|61|0.00013
on|66|0.00014
off|66|0.00014
on|66|0.00014
off|66|0.00014
on|66|0.00014
off|66|0.00014
on|66|0.00014
off|66|0.00014
on|66|0.00014
off|66|0.00014
on|66|0.00014
off|66|0.00014
on|66|0.00014
off|66|0.00014
on|66|0.00014
off|66|0.00014
on|68|0.00014
off|68|0.00014
on|61|0.00014
off|61|0.00014
on|61|0.00014
off|61|0.00014
on|61|0.00014
off|61|0.00014
on|58|0.00014
off|58|0.00014
on|61|0.00014
off|61|0.00014
on|63|0.00014
off|63|0.00014
on|63|0.00014
off|63|0.00014
on|66|0.00014
off|66|0.00014
on|66|0.00014
off|66|0.00014
on|66|0.00014
off|66|0.00014
on|66|0.00014
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|65|0.00015
off|65|0.00015
on|61|0.00015
off|61|0.00015
on|61|0.00015
off|61|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|65|0.00015
off|65|0.00015
on|61|0.00015
off|61|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00015
on|66|0.00015
off|66|0.00016
on|68|0.00016
off|68|0.00016
on|61|0.00016
off|61|0.00016
on|61|0.00016
off|61|0.00016
on|61|0.00016
off|61|0.00016
on|61|0.00016
off|61|0.00016
on|58|0.00016
off|58|0.00016
on|61|0.00016
off|61|0.00016
on|63|0.00016
off|63|0.00016
on|63|0.00016
off|63|0.00016
on|63|0.00016
off|63|0.00016
on|63|0.00016
off|63|0.00016
on|63|0.00016
off|63|0.00016
on|61|0.00016
off|61|0.00016
on|63|0.00016
off|63|0.00016
on|65|0.00016
off|65|0.00016
on|65|0.00016
off|65|0.00016
on|65|0.00016
off|65|0.00017
on|65|0.00017
off|65|0.00017
on|65|0.00017
off|65|0.00017
on|65|0.00017
off|65|0.00017
on|66|0.00017
off|66|0.00017
on|66|0.00017
off|66|0.00017
on|66|0.00017
off|66|0.00017
on|61|0.00017
off|61|0.00017
on|58|0.00017
off|58|0.00017
on|61|0.00017
off|61|0.00017
on|63|0.00017
off|63|0.00017
on|63|0.00017
off|63|0.00017
on|63|0.00017
off|63|0.00017
on|63|0.00017
off|63|0.00017
on|63|0.00017
off|63|0.00017
on|63|0.00017
off|63|0.00017
on|61|0.00017
off|61|0.00017
on|63|0.00017
off|63|0.00017
on|65|0.00017
off|65|0.00017
on|65|0.00017
off|65|0.00017
on|65|0.00017
off|65|0.00017
on|65|0.00017
off|65|0.00017
on|65|0.00017
off|65|0.00017
on|63|0.00017
off|63|0.00018
on|65|0.00018
off|65|0.00018
on|65|0.00018
off|65|0.00018
on|66|0.00018
off|66|0.00018
on|66|0.00018
off|66|0.00018
on|68|0.00018
off|68|0.00018
on|70|0.00018
off|70|0.00018
on|68|0.00018
off|68|0.00018
on|66|0.00018
off|66|0.00018
on|63|0.00018
off|63|0.00018
on|68|0.00018
off|68|0.00018
on|70|0.00018
off|70|0.00018
on|68|0.00018
off|68|0.00018
on|66|0.00018
off|66|0.00018
on|63|0.00018
off|63|0.00018
on|68|0.00018
off|68|0.00018
on|70|0.00018
off|70|0.00018
on|68|0.00018
off|68|0.00018
on|66|0.00018
off|66|0.00018
on|61|0.00018
off|61|0.00019
on|61|0.00019
off|61|0.00019
on|61|0.00019
off|61|0.00019
on|58|0.00019
off|58|0.00019
on|61|0.00019
off|61|0.00019
on|61|0.00019
off|61|0.00019
on|63|0.00019
off|63|0.00019
on|63|0.00019
off|63|0.00019
on|70|0.00019
off|70|0.00019
on|68|0.00019
off|68|0.00019
on|66|0.00019
off|66|0.00019
on|63|0.00019
off|63|0.00019
on|68|0.00019
off|68|0.00019
on|70|0.00019
off|70|0.00019
on|68|0.00019
off|68|0.00019
on|66|0.00019
off|66|0.00019
on|63|0.00019
off|63|0.00019
on|63|0.00019
off|63|0.00019
on|63|0.00019
off|63|0.00019
on|68|0.00019
off|68|0.00019
on|66|0.00019
off|66|0.00020
on|63|0.00020
off|63|0.00020
on|66|0.00020
off|66|0.00020
on|68|0.00020
off|68|0.00020
on|68|0.00020
off|68|0.00020
on|70|0.00020
off|70|0.00020
on|70|0.00020
off|70|0.00020
on|70|0.00020
off|70|0.00020
on|70|0.00020
off|70|0.00020
on|70|0.00020
off|70|0.00020
on|70|0.00020
off|70|0.00020
on|68|0.00020
off|68|0.00020
on|68|0.00020
off|68|0.00020
on|68|0.00020
off|68|0.00020
on|68|0.00020
off|68|0.00020
on|68|0.00020
off|68|0.00020
on|68|0.00020
off|68|0.00020
on|66|0.00020
off|66|0.00020
on|66|0.00020
off|66|0.00020
on|66|0.00020
off|66|0.00020
on|66|0.00020
off|66|0.00020
on|66|0.00020
off|66|0.00020
on|66|0.00020
off|66|0.00020
on|61|0.00020
off|61|0.00020
on|61|0.00020
off|61|0.00021
on|61|0.00021
off|61|0.00021
on|61|0.00021
off|61|0.00021
on|66|0.00021
off|66|0.00021
on|68|0.00021
off|68|0.00021
on|68|0.00021
off|68|0.00021
on|70|0.00021
off|70|0.00021
on|70|0.00021
off|70|0.00021
on|70|0.00021
off|70|0.00021
on|70|0.00021
off|70|0.00021
on|70|0.00021
off|70|0.00021
on|70|0.00021
off|70|0.00021
on|37|0.00021
off|37|0.00021
on|70|0.00021
off|70|0.00021
on|70|0.00021
off|70|0.00021
on|70|0.00021
off|70|0.00021
on|70|0.00021
off|70|0.00021
on|70|0.00021
off|70|0.00021
on|68|0.00021
off|68|0.00021
on|66|0.00021
off|66|0.00021
on|68|0.00021
off|68|0.00021
on|70|0.00021
off|70|0.00021
on|70|0.00021
off|70|0.00021
on|63|0.00021
off|63|0.00021
on|66|0.00021
off|66|0.00022
on|68|0.00022
off|68|0.00022
on|68|0.00022
off|68|0.00022
on|70|0.00022
off|70|0.00022
on|70|0.00022
off|70|0.00022
on|70|0.00022
off|70|0.00022
on|70|0.00022
off|70|0.00022
on|70|0.00022
off|70|0.00022
on|70|0.00022
off|70|0.00022
on|70|0.00022
off|70|0.00022
on|68|0.00022
off|68|0.00022
on|68|0.00022
off|68|0.00022
on|68|0.00022
off|68|0.00022
on|68|0.00022
off|68|0.00022
on|68|0.00022
off|68|0.00022
on|68|0.00022
off|68|0.00022
on|68|0.00022
off|68|0.00022
on|68|0.00022
off|68|0.00022
on|66|0.00022
off|66|0.00022
on|66|0.00022
off|66|0.00022
on|66|0.00022
off|66|0.00022
on|66|0.00022
off|66|0.00022
on|66|0.00022
off|66|0.00022
on|61|0.00022
off|61|0.00022
on|61|0.00022
off|61|0.00022
on|61|0.00022
off|61|0.00022
on|61|0.00022
off|61|0.00022
on|66|0.00022
off|66|0.00022
on|68|0.00022
off|68|0.00022
on|68|0.00022
off|68|0.00022
on|70|0.00022
off|70|0.00022
on|70|0.00022
off|70|0.00023
on|70|0.00023
off|70|0.00023
on|70|0.00023
off|70|0.00023
on|70|0.00023
off|70|0.00023
on|70|0.00023
off|70|0.00023
on|37|0.00023
off|37|0.00023
on|70|0.00023
off|70|0.00023
on|70|0.00023
off|70|0.00023
on|70|0.00023
off|70|0.00023
on|70|0.00023
off|70|0.00023
on|70|0.00023
off|70|0.00023
on|68|0.00023
off|68|0.00023
on|66|0.00023
off|66|0.00023
on|68|0.00023
off|68|0.00023
on|70|0.00023
off|70|0.00023
on|70|0.00023
off|70|0.00023
on|68|0.00023
off|68|0.00023
on|70|0.00023
off|70|0.00023
on|68|0.00023
off|68|0.00023
on|66|0.00023
off|66|0.00023
on|66|0.00023
off|66|0.00024
on|68|0.00024
off|68|0.00024
on|70|0.00024
off|70|0.00024
on|68|0.00024
off|68|0.00024
on|66|0.00024
off|66|0.00024
on|66|0.00024
off|66|0.00024
on|63|0.00024
off|63|0.00024
on|63|0.00024
off|63|0.00024
on|63|0.00024
off|63|0.00024
on|61|0.00024
off|61|0.00024
on|63|0.00024
off|63|0.00024
on|65|0.00024
off|65|0.00024
on|65|0.00024
off|65|0.00025
on|65|0.00025
off|65|0.00025
on|65|0.00025
off|65|0.00025
on|65|0.00025
off|65|0.00025
on|65|0.00025
off|65|0.00025
on|65|0.00025
off|65|0.00025
on|66|0.00025
off|66|0.00025
on|66|0.00025
off|66|0.00025
on|61|0.00025
off|61|0.00025
on|58|0.00025
off|58|0.00025
on|61|0.00025
off|61|0.00025
on|63|0.00025
off|63|0.00025
on|63|0.00025
off|63|0.00025
on|63|0.00025
off|63|0.00025
on|63|0.00025
off|63|0.00025
on|63|0.00025
off|63|0.00025
on|61|0.00025
off|61|0.00025
on|63|0.00025
off|63|0.00025
on|65|0.00025
off|65|0.00025
on|65|0.00025
off|65|0.00025
on|65|0.00025
off|65|0.00025
on|65|0.00025
off|65|0.00025
on|65|0.00025
off|65|0.00026
on|63|0.00026
off|63|0.00026
on|65|0.00026
off|65|0.00026
on|66|0.00026
off|66|0.00026
on|66|0.00026
off|66|0.00026
on|68|0.00026
off|68|0.00026
on|70|0.00026
off|70|0.00026
on|68|0.00026
off|68|0.00026
on|66|0.00026
off|66|0.00026
on|63|0.00026
off|63|0.00026
on|68|0.00026
off|68|0.00026
on|70|0.00026
off|70|0.00026
on|68|0.00026
off|68|0.00026
on|66|0.00026
off|66|0.00026
on|63|0.00026
off|63|0.00026
on|68|0.00026
off|68|0.00026
on|70|0.00026
off|70|0.00026
on|68|0.00026
off|68|0.00026
on|66|0.00026
off|66|0.00027
on|61|0.00027
off|61|0.00027
on|61|0.00027
off|61|0.00027
on|61|0.00027
off|61|0.00027
on|58|0.00027
off|58|0.00027
on|61|0.00027
off|61|0.00027
on|63|0.00027
off|63|0.00027
on|63|0.00027
off|63|0.00027
on|70|0.00027
off|70|0.00027
